Service	Service_Tier	Opened_Date	Resolved_Date	State	Priority	Assignment_Group	Reassignment_Count	Reopened_Flag	Change_Related_Flag	Problem_ID	Channel
Customer Portal	Tier 1	2/10/26 15:30	2/11/26 21:30	Closed	P3	Web Team	3	1	0	PRB1098	Self Service
Mobile App	Tier 2	7/7/25 21:04	7/8/25 5:04	Closed	P4	Network Sec	3	0	0	PRB1055	Alert
Mobile App	Tier 2	8/2/25 16:46	8/3/25 17:46	Closed	P3	Network Sec	1	0	0	PRB1049	Alert
Customer Portal	Tier 1	9/21/25 16:33	9/24/25 8:33	Closed	P4	Service Desk	4	0	0	PRB1038	Phone
Customer Portal	Tier 1	1/24/26 16:18	1/27/26 14:18	Closed	P4	Web Team	6	1	0	PRB1098	Email
Customer Portal	Tier 1	12/29/25 7:35	1/3/26 2:35	Closed	P4	Service Desk	4	1	0	PRB1040	Phone
Payment Gateway	Tier 1	2/20/26 22:29	2/21/26 4:29	Closed	P1	Integration Ops	1	0	1	PRB1079	Alert
Customer Portal	Tier 1	11/7/25 14:10	11/12/25 0:10	Closed	P4	Web Team	5	0	0	PRB1035	Self Service
Customer Portal	Tier 1	12/24/25 12:05	12/25/25 21:05	Closed	P3	Service Desk	6	1	0		Phone
Customer Portal	Tier 1	1/9/26 17:27	1/12/26 20:27	Closed	P3	DBA Core	2	0	0	PRB1099	Alert
Payment Gateway	Tier 1	11/25/25 22:51	11/26/25 6:51	Closed	P3	Integration Ops	2	0	1		Alert
Mobile App	Tier 2	5/7/25 23:51	5/8/25 21:51	Closed	P3	Network Sec	1	0	0	PRB1057	Alert
Customer Portal	Tier 1	12/7/25 16:50	12/11/25 22:50	Closed	P4	Web Team	4	0	0	PRB1041	Email
Customer Portal	Tier 1	2/18/26 17:26	2/23/26 5:26	Closed	P4	Web Team	3	1	0	PRB1098	Self Service
Reporting Engine	Tier 3	1/6/26 17:26	1/7/26 2:26	Closed	P4	Platform Eng	1	0	0	PRB1005	Alert
Customer Portal	Tier 1	3/4/26 12:37	3/8/26 6:37	Closed	P3	Web Team	3	1	0	PRB1039	Self Service
Mobile App	Tier 2	7/20/25 20:33	7/22/25 17:33	Closed	P3	Network Sec	2	0	0	PRB1009	Alert
Customer Portal	Tier 1	10/14/25 9:42	10/18/25 11:42	Closed	P5	DBA Core	4	0	0	PRB1044	Alert
Payment Gateway	Tier 1	10/3/25 15:38	10/3/25 17:38	Closed	P1	Integration Ops	1	0	1	PRB1073	Alert
Customer Portal	Tier 1	1/18/26 20:06	1/22/26 10:06	Closed	P5	Service Desk	6	0	0	PRB1067	Phone
Customer Portal	Tier 1	10/2/25 19:52	10/4/25 4:52	Closed	P4	DBA Core	3	0	0	PRB1040	Alert
Payment Gateway	Tier 1	11/28/25 17:59	11/28/25 19:59	Closed	P1	Integration Ops	0	0	1	PRB1064	Alert
Customer Portal	Tier 1	6/6/25 19:54	6/10/25 8:54	Closed	P4	DBA Core	2	0	0	PRB1084	Alert
Payment Gateway	Tier 1	10/25/25 17:16	10/25/25 20:16	Closed	P2	Integration Ops	1	0	1	PRB1004	Alert
Payment Gateway	Tier 1	4/7/25 17:08	4/7/25 20:08	Closed	P1	Integration Ops	2	0	1	PRB1064	Alert
Customer Portal	Tier 1	3/24/25 5:33	3/28/25 14:33	Closed	P5	DBA Core	5	0	0	PRB1098	Alert
Reporting Engine	Tier 3	11/7/25 13:13	11/8/25 5:13	Closed	P4	Platform Eng	0	0	0	PRB1015	Alert
Reporting Engine	Tier 3	11/5/25 8:13	11/5/25 23:13	Closed	P4	Platform Eng	0	0	0	PRB1015	Alert
Customer Portal	Tier 1	12/23/25 5:54	12/25/25 2:54	Closed	P4	Service Desk	6	0	0	PRB1044	Phone
Mobile App	Tier 2	8/13/25 16:45	8/14/25 20:45	Closed	P4	Network Sec	3	0	0	PRB1027	Alert
Customer Portal	Tier 1	4/23/25 9:34	4/27/25 14:34	Closed	P3	DBA Core	6	0	0	PRB1029	Alert
Customer Portal	Tier 1	1/3/26 4:43	1/6/26 20:43	Closed	P5	DBA Core	2	0	0	PRB1093	Alert
Customer Portal	Tier 1	11/24/25 3:16	11/28/25 17:16	Closed	P4	Service Desk	6	0	0	PRB1002	Phone
Customer Portal	Tier 1	7/31/25 3:03	8/3/25 3:03	Closed	P4	Service Desk	6	0	0	PRB1084	Phone
Payment Gateway	Tier 1	6/23/25 20:16	6/23/25 23:16	Closed	P2	Integration Ops	2	0	1	PRB1047	Alert
Customer Portal	Tier 1	6/25/25 2:54	6/28/25 6:54	Closed	P3	Service Desk	4	0	0	PRB1093	Phone
Customer Portal	Tier 1	8/9/25 15:31	8/10/25 15:31	Closed	P4	Service Desk	6	0	0	PRB1092	Phone
Mobile App	Tier 2	8/29/25 11:16	8/30/25 0:16	Closed	P3	Network Sec	2	0	0	PRB1013	Alert
Mobile App	Tier 2	7/2/25 0:24	7/3/25 19:24	Closed	P3	Network Sec	3	0	0	PRB1042	Alert
Reporting Engine	Tier 3	1/15/26 9:26	1/16/26 4:26	Closed	P4	Platform Eng	0	0	0	PRB1059	Alert
Payment Gateway	Tier 1	10/27/25 8:05	10/27/25 13:05	Closed	P1	Integration Ops	2	0	1	PRB1032	Alert
Customer Portal	Tier 1	6/14/25 5:37	6/19/25 4:37	Closed	P4	DBA Core	3	0	0	PRB1023	Alert
Customer Portal	Tier 1	1/22/26 0:29	1/24/26 19:29	Closed	P4	Service Desk	2	1	0	PRB1074	Phone
Payment Gateway	Tier 1	1/23/26 9:15	1/23/26 10:15	Closed	P2	Integration Ops	2	0	1	PRB1047	Alert
Customer Portal	Tier 1	8/8/25 0:26	8/10/25 4:26	Closed	P3	DBA Core	5	1	0	PRB1044	Alert
Customer Portal	Tier 1	12/18/25 8:38	12/20/25 20:38	Closed	P3	Web Team	5	0	0	PRB1092	Self Service
Inventory System	Tier 3	9/3/25 11:30	9/4/25 4:30	Closed	P4	Platform Eng	0	0	0		Alert
Customer Portal	Tier 1	10/3/25 7:43	10/7/25 0:43	Closed	P4	DBA Core	4	1	0	PRB1100	Alert
Mobile App	Tier 2	3/17/25 2:40	3/18/25 23:40	Closed	P3	Network Sec	3	1	0	PRB1027	Alert
